ticket_id,date,customer_code,product_code,market,issue_category,sentiment,priority,ticket_text,resolution_time_hours
TKT001046,2021-08-01,80007196,A3018150201,South Korea,Positive,positive,Medium,The product is performing well and we are considering another order.,4.8
TKT001047,2018-11-01,70023032,A3421150606,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,3.6
TKT001048,2019-09-01,90006156,A5318110102,Philiphines,Positive,positive,Low,The product is performing well and we are considering another order.,6.5
TKT001049,2019-05-01,90017055,A0118150102,Portugal,Product information,neutral,Low,Please provide more information about the product and available variants.,1.5
TKT001050,2021-07-01,90016175,A5318110105,Poland,Product information,neutral,Low,Please provide more information about the product and available variants.,10.7
TKT001051,2019-08-01,70019204,A1718150201,Sweden,Product information,neutral,Low,Please provide more information about the product and available variants.,6.7
TKT001052,2018-10-01,90014140,A2118150106,Netherlands,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,0.5
TKT001053,2019-01-01,90020097,A2020150501,Austria,Positive,positive,Low,The product is performing well and we are considering another order.,6.0
TKT001054,2020-10-01,90020103,A4720110702,Austria,Product information,neutral,Medium,Please provide more information about the product and available variants.,4.6
TKT001055,2021-05-01,90011192,A0418150108,France,Product information,neutral,Low,Please provide more information about the product and available variants.,10.8
TKT001056,2021-04-01,90010045,A3019150206,Bangladesh,Quality,neutral,Medium,We need clarification about the product quality and warranty.,9.8
TKT001057,2021-06-01,90021094,A3220150406,United Kingdom,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,5.0
TKT001058,2021-06-01,90016174,A5721110507,Poland,Positive,positive,Low,The product is performing well and we are considering another order.,2.2
TKT001059,2019-06-01,90015149,A3521150701,Norway,Product information,neutral,Low,Please provide more information about the product and available variants.,12.6
TKT001060,2019-08-01,90015145,A0418150102,Norway,Positive,positive,Medium,The product is performing well and we are considering another order.,5.5
TKT001061,2020-04-01,90021089,A6719160101,United Kingdom,Positive,positive,High,The product is performing well and we are considering another order.,9.5
TKT001062,2019-04-01,90021089,A5318110103,United Kingdom,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.0
TKT001063,2021-02-01,90002005,A3120150305,India,Quality,neutral,High,We need clarification about the product quality and warranty.,4.3
TKT001064,2020-09-01,90010046,A0321150302,Bangladesh,Product information,neutral,Low,Please provide more information about the product and available variants.,7.7
TKT001065,2020-06-01,90022083,A2821150801,USA,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,1.2
TKT001066,2021-03-01,80006155,A1618150104,Philiphines,Positive,positive,Low,The product is performing well and we are considering another order.,2.5
TKT001067,2020-03-01,70003181,A4821110806,Indonesia,Positive,positive,Low,The product is performing well and we are considering another order.,15.8
TKT001068,2019-08-01,90017049,A4419110402,Portugal,Positive,positive,Medium,The product is performing well and we are considering another order.,4.7
TKT001069,2018-09-01,90012033,A3521150705,Germany,Positive,positive,High,The product is performing well and we are considering another order.,4.2
TKT001070,2018-12-01,90004061,A6019110107,Japan,Product information,neutral,Medium,Please provide more information about the product and available variants.,7.9
TKT001071,2019-04-01,70010047,A2821150801,Bangladesh,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.9
TKT001072,2019-04-01,90012034,A4721110707,Germany,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,20.5
TKT001073,2020-05-01,90017055,A3320150502,Portugal,Product information,neutral,Medium,Please provide more information about the product and available variants.,11.8
TKT001074,2020-10-01,90017053,A4419110408,Portugal,Quality,neutral,Medium,We need clarification about the product quality and warranty.,6.5
TKT001075,2020-08-01,90018106,A5721110502,Spain,Quality,neutral,Low,We need clarification about the product quality and warranty.,8.8
TKT001076,2019-09-01,90009128,A4720110702,Newzealand,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,18.9
TKT001077,2020-06-01,70018115,A6018110105,Spain,Positive,positive,Low,The product is performing well and we are considering another order.,1.2
TKT001078,2021-08-01,80007196,A3819150203,South Korea,Positive,positive,Low,The product is performing well and we are considering another order.,9.9
TKT001079,2020-03-01,90011191,A2219150205,France,Positive,positive,Low,The product is performing well and we are considering another order.,5.0
TKT001080,2019-07-01,90009129,A0821150503,Newzealand,Positive,positive,Low,The product is performing well and we are considering another order.,5.1
TKT001081,2019-03-01,70022084,A4821110806,USA,Product information,neutral,Low,Please provide more information about the product and available variants.,4.0
TKT001082,2020-10-01,90017050,A4319110304,Portugal,Product information,neutral,Low,Please provide more information about the product and available variants.,11.6
TKT001083,2019-01-01,90011191,A6620160502,France,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,9.3
TKT001084,2019-04-01,70013125,A7019160401,Italy,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,3.8
TKT001085,2019-01-01,90015147,A6018110103,Norway,Product information,neutral,Medium,Please provide more information about the product and available variants.,1.6
TKT001086,2021-03-01,90019203,A6419160303,Sweden,Positive,positive,Medium,The product is performing well and we are considering another order.,3.2
TKT001087,2020-04-01,90021092,A2620150606,United Kingdom,Product information,neutral,Low,Please provide more information about the product and available variants.,7.5
TKT001088,2020-09-01,90022080,A1320150402,USA,Positive,positive,Medium,The product is performing well and we are considering another order.,8.3
TKT001089,2020-02-01,80001019,A0620150305,China,Quality,neutral,Low,We need clarification about the product quality and warranty.,6.2
TKT001090,2020-06-01,90020103,A4721110706,Austria,Quality,neutral,Medium,We need clarification about the product quality and warranty.,3.7
TKT001091,2020-02-01,70015152,A4218110207,Norway,Positive,positive,Low,The product is performing well and we are considering another order.,5.1
TKT001092,2020-02-01,90018109,A0621150308,Spain,Product information,neutral,Medium,Please provide more information about the product and available variants.,4.3
TKT001093,2020-07-01,90001020,A1521150602,China,Positive,positive,Low,The product is performing well and we are considering another order.,2.7
TKT001094,2019-11-01,90023030,A0621150308,Canada,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,6.9
TKT001095,2020-09-01,90022075,A5419110202,USA,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.7
TKT001096,2020-12-01,90002013,A2419150401,India,Positive,positive,Medium,The product is performing well and we are considering another order.,7.3
TKT001097,2021-06-01,90013117,A2721150705,Italy,Product information,neutral,Low,Please provide more information about the product and available variants.,2.5
TKT001098,2021-01-01,70008170,A0921150601,Australia,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.5
TKT001099,2020-02-01,90014141,A0821150503,Netherlands,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.5
TKT001100,2018-10-01,70003182,A2419150404,Indonesia,Product information,neutral,Low,Please provide more information about the product and available variants.,2.6
TKT001101,2019-04-01,70003182,A2821150804,Indonesia,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,11.3
TKT001102,2020-09-01,70010048,A3320150502,Bangladesh,Product information,neutral,Low,Please provide more information about the product and available variants.,6.1
TKT001103,2021-07-01,70023031,A1018150103,Canada,Quality,neutral,Medium,We need clarification about the product quality and warranty.,7.0
TKT001104,2019-01-01,90016175,A6819160203,Poland,Positive,positive,Low,The product is performing well and we are considering another order.,11.3
TKT001105,2020-07-01,90006156,A4821110808,Philiphines,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.8
TKT001106,2020-09-01,90011188,A1421150503,France,Product information,neutral,Low,Please provide more information about the product and available variants.,24.0
TKT001107,2020-05-01,90023030,A3521150704,Canada,Positive,positive,Low,The product is performing well and we are considering another order.,7.9
TKT001108,2021-07-01,90009127,A4318110301,Newzealand,Positive,positive,Medium,The product is performing well and we are considering another order.,20.3
TKT001109,2020-03-01,70013125,A4520110504,Italy,Quality,neutral,Low,We need clarification about the product quality and warranty.,6.6
